,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-10-01,1122.660998,3215.848936682853,5757.423442394771,1122.660998,1122.660998,3324.4073245959,3324.4073245959,3324.4073245959,3324.4073245959,3324.4073245959,3324.4073245959,0.0,0.0,0.0,4447.0683225959
1,2021-01-01,1123.5653179547755,3270.316331058793,5669.236800801453,1123.5653179547755,1123.5653179547755,3324.407324597697,3324.407324597697,3324.407324597697,3324.407324597697,3324.407324597697,3324.407324597697,0.0,0.0,0.0,4447.972642552472
2,2021-04-01,1124.449978532798,4391.901082282201,6807.981156405523,1124.449978532798,1124.449978532798,4499.253977801054,4499.253977801054,4499.253977801054,4499.253977801054,4499.253977801054,4499.253977801054,0.0,0.0,0.0,5623.703956333852
3,2021-07-01,1125.344468935668,5759.714631358637,8199.107858197021,1125.344468935668,1125.344468935668,5790.609755798689,5790.609755798689,5790.609755798689,5790.609755798689,5790.609755798689,5790.609755798689,0.0,0.0,0.0,6915.954224734356
4,2021-10-01,1126.248788855623,5666.704615605118,8070.744531594283,1126.248788855623,1126.248788855623,5790.609755796928,5790.609755796928,5790.609755796928,5790.609755796928,5790.609755796928,5790.609755796928,0.0,0.0,0.0,6916.85854465255
5,2022-01-01,1127.1531086029104,5707.430689275344,8130.076775515331,1127.1531086029104,1127.1531086029104,5790.609755801577,5790.609755801577,5790.609755801577,5790.609755801577,5790.609755801577,5790.609755801577,0.0,0.0,0.0,6917.762864404487
6,2022-04-01,1128.0377692593047,4486.123375228436,6946.38023760648,1128.0377692593047,1128.0377692593047,4618.374437797171,4618.374437797171,4618.374437797171,4618.374437797171,4618.374437797171,4618.374437797171,0.0,0.0,0.0,5746.412207056475
7,2022-07-01,1128.9322595210706,4422.522792385452,6755.115855127693,1128.9322595210706,1128.9322595210706,4499.253977797431,4499.253977797431,4499.253977797431,4499.253977797431,4499.253977797431,4499.253977797431,0.0,0.0,0.0,5628.186237318501
8,2022-10-01,1129.8365789797022,4417.875824851818,6769.294984095265,1129.8365789797022,1129.8365789797022,4499.25397780132,4499.25397780132,4499.25397780132,4499.25397780132,4499.25397780132,4499.25397780132,0.0,0.0,0.0,5629.090556781022
9,2023-01-01,1130.74089857405,4444.6698090678265,6925.64115636553,1130.74089857405,1130.74089857405,4499.253977803076,4499.253977803076,4499.253977803076,4499.253977803076,4499.253977803076,4499.253977803076,0.0,0.0,0.0,5629.994876377126
10,2023-04-01,1131.6255590467822,3288.738617916253,5762.773195592176,1131.6255590467822,1131.6255590467822,3324.4073245981717,3324.4073245981717,3324.4073245981717,3324.4073245981717,3324.4073245981717,3324.4073245981717,0.0,0.0,0.0,4456.0328836449535
11,2023-07-01,1132.520049080322,4579.512113873902,6991.573701973903,1132.520049080322,1132.520049080322,4618.3744378020865,4618.3744378020865,4618.3744378020865,4618.3744378020865,4618.3744378020865,4618.3744378020865,0.0,0.0,0.0,5750.894486882408
12,2023-09-30,1133.4145391138618,4396.787980722558,6876.243338621975,1133.4145341797725,1133.414543853718,4499.253977802336,4499.253977802336,4499.253977802336,4499.253977802336,4499.253977802336,4499.253977802336,0.0,0.0,0.0,5632.668516916197
