,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-10-01,31535.295885,7580.814273742029,144172.41696442442,31535.295885,31535.295885,44308.473360205986,44308.473360205986,44308.473360205986,44308.473360205986,44308.473360205986,44308.473360205986,0.0,0.0,0.0,75843.76924520599
1,2021-01-01,27586.43515516949,-868.449652371778,142743.7680300904,27586.43515516949,27586.43515516949,44308.473360247204,44308.473360247204,44308.473360247204,44308.473360247204,44308.473360247204,44308.473360247204,0.0,0.0,0.0,71894.9085154167
2,2021-04-01,23723.419208257186,82739.72475905625,224453.38224041517,23723.419208257186,23723.419208257186,131228.29784772417,131228.29784772417,131228.29784772417,131228.29784772417,131228.29784772417,131228.29784772417,0.0,0.0,0.0,154951.71705598137
3,2021-07-01,19817.48084452633,127394.36992351222,276271.1124711733,19817.48084452633,19817.48084452633,178109.61578920297,178109.61578920297,178109.61578920297,178109.61578920297,178109.61578920297,178109.61578920297,0.0,0.0,0.0,197927.0966337293
4,2021-10-01,15868.620082698599,127826.33491898175,266462.8283501024,15868.620082698599,15868.620082698599,178109.61578907273,178109.61578907273,178109.61578907273,178109.61578907273,178109.61578907273,178109.61578907273,0.0,0.0,0.0,193978.23587177132
5,2022-01-01,11919.759330951341,115194.64863874232,257838.92974578624,11919.759330951341,11919.759330951341,178109.6157894168,178109.6157894168,178109.6157894168,178109.6157894168,178109.6157894168,178109.6157894168,0.0,0.0,0.0,190029.37512036815
6,2022-04-01,8056.7433808294145,90524.03395902197,226340.39184894928,8056.7433808294145,8056.7433808294145,151227.07573049061,151227.07573049061,151227.07573049061,151227.07573049061,151227.07573049061,151227.07573049061,0.0,0.0,0.0,159283.81911132002
7,2022-07-01,4150.8050318084925,62084.0769538978,204253.04771442796,4150.8050318084925,4150.8050318084925,131228.29784764105,131228.29784764105,131228.29784764105,131228.29784764105,131228.29784764105,131228.29784764105,0.0,0.0,0.0,135379.10287944955
8,2022-10-01,201.94426408507897,60787.14303106594,203463.64912141173,201.94426408507897,201.94426408507897,131228.29784773025,131228.29784773025,131228.29784773025,131228.29784773025,131228.29784773025,131228.29784773025,0.0,0.0,0.0,131430.24211181534
9,2023-01-01,-3746.916519013256,53797.16654613987,199047.45976990607,-3746.916519013256,-3746.916519013256,131228.29784777053,131228.29784777053,131228.29784777053,131228.29784777053,131228.29784777053,131228.29784777053,0.0,0.0,0.0,127481.38132875727
10,2023-04-01,-7609.93250247901,-30648.2355579969,106896.75939056912,-7609.93250247901,-7609.93250247901,44308.47336025809,44308.47336025809,44308.47336025809,44308.47336025809,44308.47336025809,44308.47336025809,0.0,0.0,0.0,36698.54085777908
11,2023-07-01,-11515.87088576106,67790.19070676909,215598.14522584877,-11515.87088576106,-11515.87088576106,151227.0757308544,151227.0757308544,151227.0757308544,151227.0757308544,151227.0757308544,151227.0757308544,0.0,0.0,0.0,139711.20484509337
12,2023-09-30,-15421.809269043104,41375.5498439434,187215.93782495314,-15421.809412794988,-15421.8091235608,131228.2978477536,131228.2978477536,131228.2978477536,131228.2978477536,131228.2978477536,131228.2978477536,0.0,0.0,0.0,115806.48857871049
