,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-10-01,7433.665488,22150.93338714167,35747.40164782088,7433.665488,7433.665488,21724.007667576047,21724.007667576047,21724.007667576047,21724.007667576047,21724.007667576047,21724.007667576047,0.0,0.0,0.0,29157.673155576045
1,2021-01-01,5779.605378903289,20973.115198899428,33727.439881869635,5779.605378903289,5779.605378903289,21724.007667586546,21724.007667586546,21724.007667586546,21724.007667586546,21724.007667586546,21724.007667586546,0.0,0.0,0.0,27503.613046489834
2,2021-04-01,4161.503097923649,31148.308672127965,44992.756175289105,4161.503097923649,4161.503097923649,34088.25264600616,34088.25264600616,34088.25264600616,34088.25264600616,34088.25264600616,34088.25264600616,0.0,0.0,0.0,38249.75574392981
3,2021-07-01,2525.4219020260643,30960.915433415816,44477.21397917051,2525.4219020260643,2525.4219020260643,34985.5323683862,34985.5323683862,34985.5323683862,34985.5323683862,34985.5323683862,34985.5323683862,0.0,0.0,0.0,37510.954270412265
4,2021-10-01,871.3617902325933,29390.905438343307,42877.40518682401,871.3617902325933,871.3617902325933,34985.53236836767,34985.53236836767,34985.53236836767,34985.53236836767,34985.53236836767,34985.53236836767,0.0,0.0,0.0,35856.89415860026
5,2022-01-01,-782.6983205231614,27614.080097167778,40672.32487144898,-782.6983205231614,-782.6983205231614,34985.532368416614,34985.532368416614,34985.532368416614,34985.532368416614,34985.532368416614,34985.532368416614,0.0,0.0,0.0,34202.834047893455
6,2022-04-01,-2400.800602970629,19231.12866958566,32733.63712890118,-2400.800602970629,-2400.800602970629,28135.48824597022,28135.48824597022,28135.48824597022,28135.48824597022,28135.48824597022,28135.48824597022,0.0,0.0,0.0,25734.68764299959
7,2022-07-01,-4036.8817994848205,22868.92536173194,36558.474827899285,-4036.8817994848205,-4036.8817994848205,34088.25264598498,34088.25264598498,34088.25264598498,34088.25264598498,34088.25264598498,34088.25264598498,0.0,0.0,0.0,30051.370846500162
8,2022-10-01,-5690.94190917675,21108.317234957398,34821.32400237765,-5690.94190917675,-5690.94190917675,34088.252646007706,34088.252646007706,34088.252646007706,34088.252646007706,34088.252646007706,34088.252646007706,0.0,0.0,0.0,28397.310736830957
9,2023-01-01,-7345.002018464977,20620.747663401402,33403.73676169583,-7345.002018464977,-7345.002018464977,34088.25264601797,34088.25264601797,34088.25264601797,34088.25264601797,34088.25264601797,34088.25264601797,0.0,0.0,0.0,26743.250627552996
10,2023-04-01,-8963.104299290411,5943.897868421864,19387.82744898678,-8963.104299290411,-8963.104299290411,21724.00766758932,21724.00766758932,21724.00766758932,21724.00766758932,21724.00766758932,21724.00766758932,0.0,0.0,0.0,12760.90336829891
11,2023-07-01,-10599.185494347243,10430.422424531956,24572.47285507383,-10599.185494347243,-10599.185494347243,28135.488246021963,28135.488246021963,28135.488246021963,28135.488246021963,28135.488246021963,28135.488246021963,0.0,0.0,0.0,17536.30275167472
12,2023-09-30,-12235.26668940407,15093.762594715545,28687.947843182515,-12235.266717259936,-12235.26666462088,34088.25264601365,34088.25264601365,34088.25264601365,34088.25264601365,34088.25264601365,34088.25264601365,0.0,0.0,0.0,21852.98595660958
