,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-10-01,73.9717132,-1268.3071866953878,1231.731689080675,73.9717132,73.9717132,-195.57658179690728,-195.57658179690728,-195.57658179690728,-195.57658179690728,-195.57658179690728,-195.57658179690728,0.0,0.0,0.0,-121.60486859690728
1,2021-01-01,393.8511477802592,-1028.947184197682,1442.069664189288,393.8511477802592,393.8511477802592,-195.57658179826308,-195.57658179826308,-195.57658179826308,-195.57658179826308,-195.57658179826308,-195.57658179826308,0.0,0.0,0.0,198.27456598199615
2,2021-04-01,706.7766817000205,190.91772598935728,2599.693825965578,706.7766817000205,706.7766817000205,671.5190029992046,671.5190029992046,671.5190029992046,671.5190029992046,671.5190029992046,671.5190029992046,0.0,0.0,0.0,1378.2956846992251
3,2021-07-01,1023.1791656952337,-283.51190366953483,2261.6267721629433,1023.1791656952337,1023.1791656952337,-90.37478990096781,-90.37478990096781,-90.37478990096781,-90.37478990096781,-90.37478990096781,-90.37478990096781,0.0,0.0,0.0,932.8043757942659
4,2021-10-01,1343.058600153676,34.57958012525429,2444.7327018261603,1343.058600153676,1343.058600153676,-90.3747899022672,-90.3747899022672,-90.3747899022672,-90.3747899022672,-90.3747899022672,-90.3747899022672,0.0,0.0,0.0,1252.6838102514089
5,2022-01-01,1662.938034660291,370.672701556591,2708.2240660448892,1662.938034660291,1662.938034660291,-90.37478989883479,-90.37478989883479,-90.37478989883479,-90.37478989883479,-90.37478989883479,-90.37478989883479,0.0,0.0,0.0,1572.5632447614562
6,2022-04-01,1975.8635683979287,1641.4680478619455,3960.694359313963,1975.8635683979287,1975.8635683979287,793.9477386979115,793.9477386979115,793.9477386979115,793.9477386979115,793.9477386979115,793.9477386979115,0.0,0.0,0.0,2769.81130709584
7,2022-07-01,2292.266052755776,1694.3172728553347,4090.4611115645425,2292.266052755776,2292.266052755776,671.5190030019382,671.5190030019382,671.5190030019382,671.5190030019382,671.5190030019382,671.5190030019382,0.0,0.0,0.0,2963.785055757714
8,2022-10-01,2612.1454876674043,2076.1194427528103,4490.436418114081,2612.1454876674043,2612.1454876674043,671.5190029990046,671.5190029990046,671.5190029990046,671.5190029990046,671.5190029990046,671.5190029990046,0.0,0.0,0.0,3283.6644906664087
9,2023-01-01,2932.0249226107367,2370.9327785164805,4853.945388086955,2932.0249226107367,2932.0249226107367,671.5190029976793,671.5190029976793,671.5190029976793,671.5190029976793,671.5190029976793,671.5190029976793,0.0,0.0,0.0,3603.543925608416
10,2023-04-01,3244.9504567944314,1824.4172223927847,4219.601961296755,3244.9504567944314,3244.9504567944314,-195.576581798621,-195.576581798621,-195.576581798621,-195.576581798621,-195.576581798621,-195.576581798621,0.0,0.0,0.0,3049.37387499581
11,2023-07-01,3561.352941357945,3186.177402312507,5611.5802789286545,3561.352941357945,3561.352941357945,793.9477387015403,793.9477387015403,793.9477387015403,793.9477387015403,793.9477387015403,793.9477387015403,0.0,0.0,0.0,4355.300680059485
12,2023-09-30,3877.7554259214585,3322.6454335232565,5777.2781531068,3877.7554233098554,3877.7554284931207,671.5190029982375,671.5190029982375,671.5190029982375,671.5190029982375,671.5190029982375,671.5190029982375,0.0,0.0,0.0,4549.274428919696
