,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-10-01,6785.514105,16241.411144911079,36038.77967370586,6785.514105,6785.514105,19640.844392685736,19640.844392685736,19640.844392685736,19640.844392685736,19640.844392685736,19640.844392685736,0.0,0.0,0.0,26426.35849768574
1,2021-01-01,6358.418152079162,16018.514003770231,35529.95186834193,6358.418152079162,6358.418152079162,19640.844392691986,19640.844392691986,19640.844392691986,19640.844392691986,19640.844392691986,19640.844392691986,0.0,0.0,0.0,25999.262544771147
2,2021-04-01,5940.606894944213,23772.569358531073,42338.43069493362,5940.606894944213,5940.606894944213,27504.36888570366,27504.36888570366,27504.36888570366,27504.36888570366,27504.36888570366,27504.36888570366,0.0,0.0,0.0,33444.975780647874
3,2021-07-01,5518.153291197535,28067.057677334247,48055.61514961133,5518.153291197535,5518.153291197535,32780.781269091225,32780.781269091225,32780.781269091225,32780.781269091225,32780.781269091225,32780.781269091225,0.0,0.0,0.0,38298.93456028876
4,2021-10-01,5091.057339489716,28303.418335407707,48370.10185042137,5091.057339489716,5091.057339489716,32780.78126907944,32780.78126907944,32780.78126907944,32780.78126907944,32780.78126907944,32780.78126907944,0.0,0.0,0.0,37871.83860856915
5,2022-01-01,4663.961388523506,27880.569449404167,46901.04975178144,4663.961388523506,4663.961388523506,32780.78126911057,32780.78126911057,32780.78126911057,32780.78126911057,32780.78126911057,32780.78126911057,0.0,0.0,0.0,37444.74265763408
6,2022-04-01,4246.150130341898,22900.712724248264,42369.17023186266,4246.150130341898,4246.150130341898,28701.462472481064,28701.462472481064,28701.462472481064,28701.462472481064,28701.462472481064,28701.462472481064,0.0,0.0,0.0,32947.61260282296
7,2022-07-01,3823.6965214361353,21318.34463434788,40824.04197549341,3823.6965214361353,3823.6965214361353,27504.36888569106,27504.36888569106,27504.36888569106,27504.36888569106,27504.36888569106,27504.36888569106,0.0,0.0,0.0,31328.065407127193
8,2022-10-01,3396.6005646945687,20741.479628391713,40931.90710400012,3396.6005646945687,3396.6005646945687,27504.368885704585,27504.368885704585,27504.368885704585,27504.368885704585,27504.368885704585,27504.368885704585,0.0,0.0,0.0,30900.969450399156
9,2023-01-01,2969.5046070246303,21079.293418639252,40389.96942043545,2969.5046070246303,2969.5046070246303,27504.368885710704,27504.368885710704,27504.368885710704,27504.368885710704,27504.368885710704,27504.368885710704,0.0,0.0,0.0,30473.873492735336
10,2023-04-01,2551.693344086647,12732.370729077673,32136.636887571956,2551.693344086647,2551.693344086647,19640.844392693638,19640.844392693638,19640.844392693638,19640.844392693638,19640.844392693638,19640.844392693638,0.0,0.0,0.0,22192.537736780287
11,2023-07-01,2129.239733782686,21625.421981961917,40441.5597795196,2129.239733782686,2129.239733782686,28701.46247251396,28701.46247251396,28701.46247251396,28701.46247251396,28701.46247251396,28701.46247251396,0.0,0.0,0.0,30830.702206296643
12,2023-09-30,1706.7861234787254,19136.734471601405,39094.745271267,1706.7860961320634,1706.7861518982108,27504.368885708125,27504.368885708125,27504.368885708125,27504.368885708125,27504.368885708125,27504.368885708125,0.0,0.0,0.0,29211.155009186852
