,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-05-01,22833.09153,105902.43849565678,171796.50581197176,22833.09153,22833.09153,114964.64780918052,114964.64780918052,114964.64780918052,114964.64780918052,114964.64780918052,114964.64780918052,0.0,0.0,0.0,137797.73933918052
1,2020-08-01,22207.73306689145,102870.6897027892,168005.2696404835,22207.73306689145,22207.73306689145,114964.64780954526,114964.64780954526,114964.64780954526,114964.64780954526,114964.64780954526,114964.64780954526,0.0,0.0,0.0,137172.3808764367
2,2020-11-01,21582.37470513769,101317.91217622801,169606.80082287086,21582.37470513769,21582.37470513769,114964.64780875605,114964.64780875605,114964.64780875605,114964.64780875605,114964.64780875605,114964.64780875605,0.0,0.0,0.0,136547.02251389375
3,2021-02-01,20957.01623420916,101649.17706249273,170368.87306017903,20957.01623420916,20957.01623420916,114964.64780969772,114964.64780969772,114964.64780969772,114964.64780969772,114964.64780969772,114964.64780969772,0.0,0.0,0.0,135921.66404390687
4,2021-05-01,20352.049879284332,168498.6566415892,239262.30496214295,20352.049879284332,20352.049879284332,184514.96086437392,184514.96086437392,184514.96086437392,184514.96086437392,184514.96086437392,184514.96086437392,0.0,0.0,0.0,204867.01074365826
5,2021-08-01,19726.691476794524,169830.8351046338,235953.35300331266,19726.691476794524,19726.691476794524,184514.96086435742,184514.96086435742,184514.96086435742,184514.96086435742,184514.96086435742,184514.96086435742,0.0,0.0,0.0,204241.65234115193
6,2021-11-01,19101.333026860022,169179.1753348779,235197.10517634515,19101.333026860022,19101.333026860022,184514.96086440107,184514.96086440107,184514.96086440107,184514.96086440107,184514.96086440107,184514.96086440107,0.0,0.0,0.0,203616.2938912611
7,2022-02-01,18475.974507572988,167749.71156619687,235582.0622249183,18475.974507572988,18475.974507572988,184514.96086441798,184514.96086441798,184514.96086441798,184514.96086441798,184514.96086441798,184514.96086441798,0.0,0.0,0.0,202990.93537199096
8,2022-05-01,17871.008151771555,110472.10297660327,178552.05931491675,17871.008151771555,17871.008151771555,125996.4128414553,125996.4128414553,125996.4128414553,125996.4128414553,125996.4128414553,125996.4128414553,0.0,0.0,0.0,143867.42099322684
9,2022-08-01,17245.64955555024,110603.4875220437,177064.59018182533,17245.64955555024,17245.64955555024,125996.41284109055,125996.41284109055,125996.41284109055,125996.41284109055,125996.41284109055,125996.41284109055,0.0,0.0,0.0,143242.0623966408
10,2022-11-01,16620.290959328922,109504.0946781001,176539.77846335087,16620.290959328922,16620.290959328922,125996.41284144706,125996.41284144706,125996.41284144706,125996.41284144706,125996.41284144706,125996.41284144706,0.0,0.0,0.0,142616.70380077598
11,2023-02-01,15994.932363107608,106520.01669597797,177157.99673025988,15994.932363107608,15994.932363107608,125996.41284223626,125996.41284223626,125996.41284223626,125996.41284223626,125996.41284223626,125996.41284223626,0.0,0.0,0.0,141991.34520534385
12,2023-03-31,15600.684552446342,95881.3373059236,162442.23261338033,15600.684390972765,15600.68472518166,114964.64780988664,114964.64780988664,114964.64780988664,114964.64780988664,114964.64780988664,114964.64780988664,0.0,0.0,0.0,130565.33236233298
