,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2021-02-01,1207.5643691999999,5.586069901694114,7140.226279386746,1207.5643691999999,1207.5643691999999,2442.2768689305262,2442.2768689305262,2442.2768689305262,2442.2768689305262,2442.2768689305262,2442.2768689305262,0.0,0.0,0.0,3649.841238130526
1,2021-05-01,1454.6228092602742,9273.613082639746,16816.559244882093,1454.6228092602742,1454.6228092602742,11655.69253966812,11655.69253966812,11655.69253966812,11655.69253966812,11655.69253966812,11655.69253966812,0.0,0.0,0.0,13110.315348928394
2,2021-08-01,1710.0090625650419,9708.995317049385,17043.1525069772,1710.0090625650419,1710.0090625650419,11655.69253966059,11655.69253966059,11655.69253966059,11655.69253966059,11655.69253966059,11655.69253966059,0.0,0.0,0.0,13365.701602225632
3,2021-11-01,1965.3953152812194,9936.749571220242,17365.16049690447,1965.3953152812194,1965.3953152812194,11655.692539680487,11655.692539680487,11655.692539680487,11655.692539680487,11655.692539680487,11655.692539680487,0.0,0.0,0.0,13621.087854961706
4,2022-02-01,2220.7815671672006,10147.513406007905,17622.89993315881,2220.7815671672006,2220.7815671672006,11655.692539688194,11655.692539688194,11655.692539688194,11655.692539688194,11655.692539688194,11655.692539688194,0.0,0.0,0.0,13876.474106855396
5,2022-05-01,2467.8400061349016,5896.149190234299,13533.840216385943,2467.8400061349016,2467.8400061349016,7468.64263570669,7468.64263570669,7468.64263570669,7468.64263570669,7468.64263570669,7468.64263570669,0.0,0.0,0.0,9936.482641841592
6,2022-08-01,2723.2262571626334,6495.599972587672,14001.439215092185,2723.2262571626334,2723.2262571626334,7468.642635685089,7468.642635685089,7468.642635685089,7468.642635685089,7468.642635685089,7468.642635685089,0.0,0.0,0.0,10191.868892847722
7,2022-11-01,2978.6125077384477,6884.065385309353,14567.779097666313,2978.6125077384477,2978.6125077384477,7468.642635706203,7468.642635706203,7468.642635706203,7468.642635706203,7468.642635706203,7468.642635706203,0.0,0.0,0.0,10447.25514344465
8,2023-02-01,3233.9987583142615,6765.448300363879,14705.04743496975,3233.9987583142615,3233.9987583142615,7468.642635752947,7468.642635752947,7468.642635752947,7468.642635752947,7468.642635752947,7468.642635752947,0.0,0.0,0.0,10702.641394067208
9,2023-03-31,3395.003133677275,2174.3057498506264,9574.422534172762,3395.0031184763793,3395.003150689905,2442.2768689417167,2442.2768689417167,2442.2768689417167,2442.2768689417167,2442.2768689417167,2442.2768689417167,0.0,0.0,0.0,5837.280002618992
