,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2021-02-01,36.83492857,-1930.757723828769,2128.7201150621204,36.83492857,36.83492857,137.02826610088735,137.02826610088735,137.02826610088735,137.02826610088735,137.02826610088735,137.02826610088735,0.0,0.0,0.0,173.86319467088737
1,2021-05-01,484.07218655219174,-841.3271487975798,3199.59990138425,484.07218655219174,484.07218655219174,731.6253317951151,731.6253317951151,731.6253317951151,731.6253317951151,731.6253317951151,731.6253317951151,0.0,0.0,0.0,1215.6975183473069
2,2021-08-01,946.3848581201536,-347.6362048372677,3502.252782633387,946.3848581201536,946.3848581201536,731.6253317920178,731.6253317920178,731.6253317920178,731.6253317920178,731.6253317920178,731.6253317920178,0.0,0.0,0.0,1678.0101899121714
3,2021-11-01,1408.6975297732947,80.63139249547932,4214.506163399948,1408.6975297732947,1408.6975297732947,731.6253318001997,731.6253318001997,731.6253318001997,731.6253318001997,731.6253318001997,731.6253318001997,0.0,0.0,0.0,2140.3228615734943
4,2022-02-01,1871.010201214708,595.6693687665135,4672.721343016471,1871.010201214708,1871.010201214708,731.6253318033685,731.6253318033685,731.6253318033685,731.6253318033685,731.6253318033685,731.6253318033685,0.0,0.0,0.0,2602.635533018077
5,2022-05-01,2318.2474591589826,2460.2096788517706,6603.133941331246,2318.2474591589826,2318.2474591589826,2203.954127098878,2203.954127098878,2203.954127098878,2203.954127098878,2203.954127098878,2203.954127098878,0.0,0.0,0.0,4522.201586257861
6,2022-08-01,2780.5601305213563,2942.215305720386,7022.0214708051235,2780.5601305213563,2780.5601305213563,2203.9541270970567,2203.9541270970567,2203.9541270970567,2203.9541270970567,2203.9541270970567,2203.9541270970567,0.0,0.0,0.0,4984.5142576184135
7,2022-11-01,3242.8728014964836,3470.850437839674,7499.003910144488,3242.8728014964836,3242.8728014964836,2203.954127098837,2203.954127098837,2203.954127098837,2203.954127098837,2203.954127098837,2203.954127098837,0.0,0.0,0.0,5446.826928595321
8,2023-02-01,3705.1854724716113,4027.2398851053304,8025.170765011049,3705.1854724716113,3705.1854724716113,2203.9541271027774,2203.9541271027774,2203.9541271027774,2203.9541271027774,2203.9541271027774,2203.9541271027774,0.0,0.0,0.0,5909.139599574389
9,2023-03-31,3996.643460695061,2082.7233746184397,6195.801388874877,3996.6434534170353,3996.64346766761,137.0282661018307,137.0282661018307,137.0282661018307,137.0282661018307,137.0282661018307,137.0282661018307,0.0,0.0,0.0,4133.671726796892
