,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-05-01,897.855666,4264.3483520583695,5565.724643627844,897.855666,897.855666,4036.400339386886,4036.400339386886,4036.400339386886,4036.400339386886,4036.400339386886,4036.400339386886,0.0,0.0,0.0,4934.2560053868865
1,2020-08-01,770.5153705566602,4192.409797065572,5480.313025780157,770.5153705566602,770.5153705566602,4036.400339400976,4036.400339400976,4036.400339400976,4036.400339400976,4036.400339400976,4036.400339400976,0.0,0.0,0.0,4806.915709957636
2,2020-11-01,643.1750753106041,3949.0322250636373,5325.077884123891,643.1750753106041,643.1750753106041,4036.4003393704866,4036.4003393704866,4036.4003393704866,4036.4003393704866,4036.4003393704866,4036.4003393704866,0.0,0.0,0.0,4679.5754146810905
3,2021-02-01,515.8347802309361,3920.3474516762058,5209.09536446656,515.8347802309361,515.8347802309361,4036.4003394068664,4036.4003394068664,4036.4003394068664,4036.4003394068664,4036.4003394068664,4036.4003394068664,0.0,0.0,0.0,4552.235119637802
4,2021-05-01,392.6468840489974,6895.114470816971,8189.385588373488,392.6468840489974,392.6468840489974,7130.593363197113,7130.593363197113,7130.593363197113,7130.593363197113,7130.593363197113,7130.593363197113,0.0,0.0,0.0,7523.24024724611
5,2021-08-01,265.3065870102797,6710.655776927844,8064.389520293132,265.3065870102797,265.3065870102797,7130.593363195281,7130.593363195281,7130.593363195281,7130.593363195281,7130.593363195281,7130.593363195281,0.0,0.0,0.0,7395.899950205561
6,2021-11-01,137.96628902650116,6634.26327174049,7926.425144730683,137.96628902650116,137.96628902650116,7130.593363200119,7130.593363200119,7130.593363200119,7130.593363200119,7130.593363200119,7130.593363200119,0.0,0.0,0.0,7268.55965222662
7,2022-02-01,10.625991079599848,6466.988854259268,7753.773214520684,10.625991079599848,10.625991079599848,7130.593363201991,7130.593363201991,7130.593363201991,7130.593363201991,7130.593363201991,7130.593363201991,0.0,0.0,0.0,7141.219354281591
8,2022-05-01,-112.56190597222935,4537.005279486061,5792.347879032938,-112.56190597222935,-112.56190597222935,5258.314178191319,5258.314178191319,5258.314178191319,5258.314178191319,5258.314178191319,5258.314178191319,0.0,0.0,0.0,5145.75227221909
9,2022-08-01,-239.90220433232238,4370.35884784404,5699.784365634392,-239.90220433232238,-239.90220433232238,5258.314178177229,5258.314178177229,5258.314178177229,5258.314178177229,5258.314178177229,5258.314178177229,0.0,0.0,0.0,5018.411973844907
10,2022-11-01,-367.2425026924159,4270.1590642600695,5581.012675752379,-367.2425026924159,-367.2425026924159,5258.314178191001,5258.314178191001,5258.314178191001,5258.314178191001,5258.314178191001,5258.314178191001,0.0,0.0,0.0,4891.071675498585
11,2023-02-01,-494.5828010525089,4117.988447299723,5402.860342739667,-494.5828010525089,-494.5828010525089,5258.31417822149,5258.31417822149,5258.31417822149,5258.31417822149,5258.31417822149,5258.31417822149,0.0,0.0,0.0,4763.7313771689805
12,2023-03-31,-574.8625543664807,2842.502855670393,4088.283909263109,-574.8625593326474,-574.8625493169343,4036.400339414165,4036.400339414165,4036.400339414165,4036.400339414165,4036.400339414165,4036.400339414165,0.0,0.0,0.0,3461.5377850476843
