,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-05-01,22887.82012,83710.6602918569,159028.7337826925,22887.82012,22887.82012,99376.0019236704,99376.0019236704,99376.0019236704,99376.0019236704,99376.0019236704,99376.0019236704,0.0,0.0,0.0,122263.8220436704
1,2020-08-01,15547.703141709739,77155.88676729836,148603.47594625258,15547.703141709739,15547.703141709739,99376.00192402452,99376.00192402452,99376.00192402452,99376.00192402452,99376.00192402452,99376.00192402452,0.0,0.0,0.0,114923.70506573425
2,2020-11-01,8207.586161685382,71959.12125262905,144890.7422473112,8207.586161685382,8207.586161685382,99376.00192325823,99376.00192325823,99376.00192325823,99376.00192325823,99376.00192325823,99376.00192325823,0.0,0.0,0.0,107583.5880849436
3,2021-02-01,867.46917857299,64006.932157876225,136092.85421868655,867.46917857299,867.46917857299,99376.00192417257,99376.00192417257,99376.00192417257,99376.00192417257,99376.00192417257,99376.00192417257,0.0,0.0,0.0,100243.47110274556
4,2021-05-01,-6233.296166340216,136966.6377932455,207849.16301464383,-6233.296166340216,-6233.296166340216,177924.8954398993,177924.8954398993,177924.8954398993,177924.8954398993,177924.8954398993,177924.8954398993,0.0,0.0,0.0,171691.59927355908
5,2021-08-01,-13573.413156938848,126091.13956124372,200317.68566042103,-13573.413156938848,-13573.413156938848,177924.89543983544,177924.89543983544,177924.89543983544,177924.89543983544,177924.89543983544,177924.89543983544,0.0,0.0,0.0,164351.48228289658
6,2021-11-01,-20913.530149258975,120418.32944149364,195033.8243024362,-20913.530149258975,-20913.530149258975,177924.89544000413,177924.89544000413,177924.89544000413,177924.89544000413,177924.89544000413,177924.89544000413,0.0,0.0,0.0,157011.36529074516
7,2022-02-01,-28253.647139330125,110984.41602046449,186564.00955251412,-28253.647139330125,-28253.647139330125,177924.89544006943,177924.89544006943,177924.89544006943,177924.89544006943,177924.89544006943,177924.89544006943,0.0,0.0,0.0,149671.2483007393
8,2022-05-01,-35354.4124856398,67414.13729220124,142652.09449368276,-35354.4124856398,-35354.4124856398,141988.9699157818,141988.9699157818,141988.9699157818,141988.9699157818,141988.9699157818,141988.9699157818,0.0,0.0,0.0,106634.55743014201
9,2022-08-01,-42694.529474378716,64501.096048463114,133612.83417670178,-42694.529474378716,-42694.529474378716,141988.96991542768,141988.96991542768,141988.96991542768,141988.96991542768,141988.96991542768,141988.96991542768,0.0,0.0,0.0,99294.44044104897
10,2022-11-01,-50034.646463117635,58976.78286887098,127620.66213275027,-50034.646463117635,-50034.646463117635,141988.96991577384,141988.96991577384,141988.96991577384,141988.96991577384,141988.96991577384,141988.96991577384,0.0,0.0,0.0,91954.3234526562
11,2023-02-01,-57374.76345185655,46973.96493618575,122458.9695644184,-57374.76345185655,-57374.76345185655,141988.9699165401,141988.9699165401,141988.9699165401,141988.9699165401,141988.9699165401,141988.9699165401,0.0,0.0,0.0,84614.20646468356
12,2023-03-31,-62002.22850997455,-2214.11972006887,71311.57097844552,-62002.22863052272,-62002.228369476026,99376.00192435602,99376.00192435602,99376.00192435602,99376.00192435602,99376.00192435602,99376.00192435602,0.0,0.0,0.0,37373.773414381474
