,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-05-01,1440.306028,4455.564443016414,9669.244168177305,1440.306028,1440.306028,5733.060213977482,5733.060213977482,5733.060213977482,5733.060213977482,5733.060213977482,5733.060213977482,0.0,0.0,0.0,7173.366241977482
1,2020-08-01,1032.1364081988072,4178.644903548875,9584.325787929163,1032.1364081988072,1032.1364081988072,5733.0602140016745,5733.0602140016745,5733.0602140016745,5733.0602140016745,5733.0602140016745,5733.0602140016745,0.0,0.0,0.0,6765.196622200481
2,2020-11-01,623.9667886547562,3567.437705140333,9058.92852378116,623.9667886547562,623.9667886547562,5733.060213949323,5733.060213949323,5733.060213949323,5733.060213949323,5733.060213949323,5733.060213949323,0.0,0.0,0.0,6357.027002604079
3,2021-02-01,215.7971689288921,3154.589767114008,8511.533846353383,215.7971689288921,215.7971689288921,5733.060214011789,5733.060214011789,5733.060214011789,5733.060214011789,5733.060214011789,5733.060214011789,0.0,0.0,0.0,5948.857382940681
4,2021-05-01,-179.0625718784634,9467.152152931867,15149.060607283722,-179.0625718784634,-179.0625718784634,12449.395643992297,12449.395643992297,12449.395643992297,12449.395643992297,12449.395643992297,12449.395643992297,0.0,0.0,0.0,12270.333072113834
5,2021-08-01,-587.2321915167347,9240.076820930093,14471.790927821861,-587.2321915167347,-587.2321915167347,12449.395643987413,12449.395643987413,12449.395643987413,12449.395643987413,12449.395643987413,12449.395643987413,0.0,0.0,0.0,11862.163452470679
6,2021-11-01,-995.401811028692,8583.540543464056,14002.10882238232,-995.401811028692,-995.401811028692,12449.395644000317,12449.395644000317,12449.395644000317,12449.395644000317,12449.395644000317,12449.395644000317,0.0,0.0,0.0,11453.993832971624
7,2022-02-01,-1403.5714306569953,8349.714881986532,13795.52425209557,-1403.5714306569953,-1403.5714306569953,12449.39564400531,12449.39564400531,12449.39564400531,12449.39564400531,12449.39564400531,12449.39564400531,0.0,0.0,0.0,11045.824213348315
8,2022-05-01,-1798.4311715421713,4462.937097257302,9856.143281730094,-1798.4311715421713,-1798.4311715421713,8992.495497985094,8992.495497985094,8992.495497985094,8992.495497985094,8992.495497985094,8992.495497985094,0.0,0.0,0.0,7194.064326442922
9,2022-08-01,-2206.600791605557,4184.073289752146,9493.159680162575,-2206.600791605557,-2206.600791605557,8992.495497960901,8992.495497960901,8992.495497960901,8992.495497960901,8992.495497960901,8992.495497960901,0.0,0.0,0.0,6785.894706355344
10,2022-11-01,-2614.7704116689424,3826.2212181956397,9161.86801775257,-2614.7704116689424,-2614.7704116689424,8992.495497984546,8992.495497984546,8992.495497984546,8992.495497984546,8992.495497984546,8992.495497984546,0.0,0.0,0.0,6377.725086315604
11,2023-02-01,-3022.9400317323284,3345.9917952489595,8659.837292228405,-3022.9400317323284,-3022.9400317323284,8992.4954980369,8992.4954980369,8992.4954980369,8992.4954980369,8992.4954980369,8992.4954980369,0.0,0.0,0.0,5969.555466304571
12,2023-03-31,-3280.264357424462,-312.4965331689767,5082.960437506263,-3280.264365760185,-3280.264347886705,5733.060214024323,5733.060214024323,5733.060214024323,5733.060214024323,5733.060214024323,5733.060214024323,0.0,0.0,0.0,2452.7958565998606
