,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-05-01,-39.54071321,-1365.8722979880968,640.3969593105978,-39.54071321,-39.54071321,-328.29562170214245,-328.29562170214245,-328.29562170214245,-328.29562170214245,-328.29562170214245,-328.29562170214245,0.0,0.0,0.0,-367.83633491214243
1,2020-08-01,262.94303743811133,-1074.6714333397388,908.1530017101725,262.94303743811133,262.94303743811133,-328.2956216998407,-328.2956216998407,-328.2956216998407,-328.2956216998407,-328.2956216998407,-328.2956216998407,0.0,0.0,0.0,-65.35258426172936
2,2020-11-01,565.4267882240024,-776.3264010165965,1203.2883907704988,565.4267882240024,565.4267882240024,-328.29562170482154,-328.29562170482154,-328.29562170482154,-328.29562170482154,-328.29562170482154,-328.29562170482154,0.0,0.0,0.0,237.13116651918085
3,2021-02-01,867.9105391475103,-434.9437272820828,1581.2546611597936,867.9105391475103,867.9105391475103,-328.29562169887834,-328.29562169887834,-328.29562169887834,-328.29562169887834,-328.29562169887834,-328.29562169887834,0.0,0.0,0.0,539.614917448632
4,2021-05-01,1160.5306895748736,1633.0232956920875,3568.431542977259,1160.5306895748736,1160.5306895748736,1409.4767856983274,1409.4767856983274,1409.4767856983274,1409.4767856983274,1409.4767856983274,1409.4767856983274,0.0,0.0,0.0,2570.0074752732007
5,2021-08-01,1463.0144405010499,1909.5831604348027,3811.182242659837,1463.0144405010499,1463.0144405010499,1409.4767856972667,1409.4767856972667,1409.4767856972667,1409.4767856972667,1409.4767856972667,1409.4767856972667,0.0,0.0,0.0,2872.4912261983163
6,2021-11-01,1765.4981912713322,2165.906726889976,4162.363408192723,1765.4981912713322,1765.4981912713322,1409.4767857000684,1409.4767857000684,1409.4767857000684,1409.4767857000684,1409.4767857000684,1409.4767857000684,0.0,0.0,0.0,3174.974976971401
7,2022-02-01,2067.9819418926795,2510.003240833774,4448.030912173405,2067.9819418926795,2067.9819418926795,1409.4767857011534,1409.4767857011534,1409.4767857011534,1409.4767857011534,1409.4767857011534,1409.4767857011534,0.0,0.0,0.0,3477.458727593833
8,2022-05-01,2360.6020917778,1800.167831237134,3711.811436932033,2360.6020917778,2360.6020917778,379.4422640985818,379.4422640985818,379.4422640985818,379.4422640985818,379.4422640985818,379.4422640985818,0.0,0.0,0.0,2740.044355876382
9,2022-08-01,2663.085842265499,2118.601582802149,4030.6201344107603,2663.085842265499,2663.085842265499,379.44226409628,379.44226409628,379.44226409628,379.44226409628,379.44226409628,379.44226409628,0.0,0.0,0.0,3042.528106361779
10,2022-11-01,2965.569592753198,2331.4462890026157,4278.803527968731,2965.569592753198,2965.569592753198,379.4422640985298,379.4422640985298,379.4422640985298,379.4422640985298,379.4422640985298,379.4422640985298,0.0,0.0,0.0,3345.0118568517278
11,2023-02-01,3268.0533432408965,2665.8247308302266,4634.316676136321,3268.0533432408965,3268.0533432408965,379.44226410351075,379.44226410351075,379.44226410351075,379.44226410351075,379.44226410351075,379.44226410351075,0.0,0.0,0.0,3647.4956073444073
12,2023-03-31,3458.7496207222716,2156.675606959166,4179.034867075425,3458.74961803589,3458.74962360817,-328.2956216976859,-328.2956216976859,-328.2956216976859,-328.2956216976859,-328.2956216976859,-328.2956216976859,0.0,0.0,0.0,3130.4539990245858
