,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-10-01,31335.363024000002,85765.55882624014,123576.52293400958,31335.363024000002,31335.363024000002,73851.32656139432,73851.32656139432,73851.32656139432,73851.32656139432,73851.32656139432,73851.32656139432,0.0,0.0,0.0,105186.68958539433
1,2021-01-01,34579.93404626316,89958.8911269555,126468.0102389659,34579.93404626316,34579.93404626316,73851.32656139683,73851.32656139683,73851.32656139683,73851.32656139683,73851.32656139683,73851.32656139683,0.0,0.0,0.0,108431.26060765999
2,2021-04-01,37753.97080727583,136842.1058609062,173544.55685727758,37753.97080727583,37753.97080727583,116366.03389860145,116366.03389860145,116366.03389860145,116366.03389860145,116366.03389860145,116366.03389860145,0.0,0.0,0.0,154120.00470587728
3,2021-07-01,40963.27457335382,177987.11754484504,216517.217665032,40963.27457335382,40963.27457335382,155717.80103323254,155717.80103323254,155717.80103323254,155717.80103323254,155717.80103323254,155717.80103323254,0.0,0.0,0.0,196681.07560658635
4,2021-10-01,44207.8455399876,182357.1880415717,218546.5354307549,44207.8455399876,44207.8455399876,155717.80103316883,155717.80103316883,155717.80103316883,155717.80103316883,155717.80103316883,155717.80103316883,0.0,0.0,0.0,199925.6465731564
5,2022-01-01,47452.41652268581,184446.39040406156,220911.90036897274,47452.41652268581,47452.41652268581,155717.8010333371,155717.8010333371,155717.8010333371,155717.8010333371,155717.8010333371,155717.8010333371,0.0,0.0,0.0,203170.21755602292
6,2022-04-01,50626.427315052824,185855.80963033743,223135.84653953815,50626.427315052824,50626.427315052824,154095.10773061757,154095.10773061757,154095.10773061757,154095.10773061757,154095.10773061757,154095.10773061757,0.0,0.0,0.0,204721.5350456704
7,2022-07-01,53835.704878193785,151666.9930604438,188659.36632292104,53835.704878193785,53835.704878193785,116366.03389859643,116366.03389859643,116366.03389859643,116366.03389859643,116366.03389859643,116366.03389859643,0.0,0.0,0.0,170201.7387767902
8,2022-10-01,57080.24906814127,153707.97162841653,192484.70457069413,57080.24906814127,57080.24906814127,116366.03389860182,116366.03389860182,116366.03389860182,116366.03389860182,116366.03389860182,116366.03389860182,0.0,0.0,0.0,173446.28296674308
9,2023-01-01,60324.793258088765,156186.2447707757,193652.55138654067,60324.793258088765,60324.793258088765,116366.03389860426,116366.03389860426,116366.03389860426,116366.03389860426,116366.03389860426,116366.03389860426,0.0,0.0,0.0,176690.82715669303
10,2023-04-01,63498.803878689556,118775.32420132891,157296.3717043026,63498.803878689556,63498.803878689556,73851.32656139745,73851.32656139745,73851.32656139745,73851.32656139745,73851.32656139745,73851.32656139745,0.0,0.0,0.0,137350.130440087
11,2023-06-30,66672.81449929035,164304.26660212298,201799.92516259325,66672.81214323251,66672.81695880761,116366.03389859786,116366.03389859786,116366.03389859786,116366.03389859786,116366.03389859786,116366.03389859786,0.0,0.0,0.0,183038.8483978882
