,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-10-01,1129.94716,3132.3851003956697,5127.38585398424,1129.94716,1129.94716,3046.926120000116,3046.926120000116,3046.926120000116,3046.926120000116,3046.926120000116,3046.926120000116,0.0,0.0,0.0,4176.873280000116
1,2021-01-01,1205.1149428543858,3219.502135402529,5250.569038310084,1205.1149428543858,1205.1149428543858,3046.926120000066,3046.926120000066,3046.926120000066,3046.926120000066,3046.926120000066,3046.926120000066,0.0,0.0,0.0,4252.041062854452
2,2021-04-01,1278.6486433990883,4229.923936650498,6271.942175600528,1278.6486433990883,1278.6486433990883,4014.3042439999704,4014.3042439999704,4014.3042439999704,4014.3042439999704,4014.3042439999704,4014.3042439999704,0.0,0.0,0.0,5292.952887399058
3,2021-07-01,1352.9993849145153,5846.1646953021655,7876.245753265399,1352.9993849145153,1352.9993849145153,5490.841910426921,5490.841910426921,5490.841910426921,5490.841910426921,5490.841910426921,5490.841910426921,0.0,0.0,0.0,6843.841295341435
4,2021-10-01,1428.167167382786,6014.973925196411,7926.032107445444,1428.167167382786,1428.167167382786,5490.841910425471,5490.841910425471,5490.841910425471,5490.841910425471,5490.841910425471,5490.841910425471,0.0,0.0,0.0,6919.009077808257
5,2022-01-01,1503.3349499121496,5946.822798108229,7913.9534926658625,1503.3349499121496,1503.3349499121496,5490.8419104293,5490.8419104293,5490.8419104293,5490.8419104293,5490.8419104293,5490.8419104293,0.0,0.0,0.0,6994.176860341449
6,2022-04-01,1576.8686500719562,6104.6115968159465,8036.955924789303,1576.8686500719562,1576.8686500719562,5524.01941356967,5524.01941356967,5524.01941356967,5524.01941356967,5524.01941356967,5524.01941356967,0.0,0.0,0.0,7100.888063641626
7,2022-07-01,1651.2193914404315,4699.727229985283,6691.945117631324,1651.2193914404315,1651.2193914404315,4014.304244000074,4014.304244000074,4014.304244000074,4014.304244000074,4014.304244000074,4014.304244000074,0.0,0.0,0.0,5665.523635440506
8,2022-10-01,1726.3871741087426,4772.310728721892,6754.455359125362,1726.3871741087426,1726.3871741087426,4014.3042439999635,4014.3042439999635,4014.3042439999635,4014.3042439999635,4014.3042439999635,4014.3042439999635,0.0,0.0,0.0,5740.691418108706
9,2023-01-01,1801.5549567770531,4842.087109807683,6728.688075157345,1801.5549567770531,1801.5549567770531,4014.3042439999126,4014.3042439999126,4014.3042439999126,4014.3042439999126,4014.3042439999126,4014.3042439999126,0.0,0.0,0.0,5815.859200776966
10,2023-04-01,1875.0886572134443,3914.649722369203,5929.377507683705,1875.0886572134443,1875.0886572134443,3046.9261200000524,3046.9261200000524,3046.9261200000524,3046.9261200000524,3046.9261200000524,3046.9261200000524,0.0,0.0,0.0,4922.014777213497
11,2023-06-30,1948.622357649835,5033.36951732451,6997.207150654496,1948.6223525754438,1948.6223631223156,4014.304244000045,4014.304244000045,4014.304244000045,4014.304244000045,4014.304244000045,4014.304244000045,0.0,0.0,0.0,5962.9266016498805
