,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,quarterly,quarterly_lower,quarterly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
0,2020-10-01,29885.24656,72260.49600032328,120483.02838619941,29885.24656,29885.24656,66503.42064022028,66503.42064022028,66503.42064022028,66503.42064022028,66503.42064022028,66503.42064022028,0.0,0.0,0.0,96388.66720022028
1,2021-01-01,28348.905632473685,71776.41911192844,118653.2216363982,28348.905632473685,28348.905632473685,66503.42064012372,66503.42064012372,66503.42064012372,66503.42064012372,66503.42064012372,66503.42064012372,0.0,0.0,0.0,94852.3262725974
2,2021-04-01,26845.963616770056,101895.64623724608,149283.44394866002,26845.963616770056,26845.963616770056,98869.57103994336,98869.57103994336,98869.57103994336,98869.57103994336,98869.57103994336,98869.57103994336,0.0,0.0,0.0,125715.53465671341
3,2021-07-01,25326.322104812592,126369.49543301362,175704.72694639623,25326.322104812592,25326.322104812592,125040.0377799639,125040.0377799639,125040.0377799639,125040.0377799639,125040.0377799639,125040.0377799639,0.0,0.0,0.0,150366.3598847765
4,2021-10-01,23789.981233888804,124725.99191811545,173235.34054925884,23789.981233888804,23789.981233888804,125040.03777991536,125040.03777991536,125040.03777991536,125040.03777991536,125040.03777991536,125040.03777991536,0.0,0.0,0.0,148830.01901380418
5,2022-01-01,22253.640412102683,124742.53215819392,171816.37236556085,22253.640412102683,22253.640412102683,125040.03778004351,125040.03778004351,125040.03778004351,125040.03778004351,125040.03778004351,125040.03778004351,0.0,0.0,0.0,147293.67819214618
6,2022-04-01,20750.698116275355,184296.900306198,232467.2843194063,20750.698116275355,20750.698116275355,188025.64365992206,188025.64365992206,188025.64365992206,188025.64365992206,188025.64365992206,188025.64365992206,0.0,0.0,0.0,208776.34177619743
7,2022-07-01,19231.056526663695,92776.98225050076,141056.15922614347,19231.056526663695,19231.056526663695,98869.57104013805,98869.57104013805,98869.57104013805,98869.57104013805,98869.57104013805,98869.57104013805,0.0,0.0,0.0,118100.62756680175
8,2022-10-01,17694.7157948689,91363.89122506302,140634.42763470748,17694.7157948689,17694.7157948689,98869.57103992908,98869.57103992908,98869.57103992908,98869.57103992908,98869.57103992908,98869.57103992908,0.0,0.0,0.0,116564.28683479798
9,2023-01-01,16158.375063074094,93337.60064095841,139174.485912357,16158.375063074094,16158.375063074094,98869.57103983471,98869.57103983471,98869.57103983471,98869.57103983471,98869.57103983471,98869.57103983471,0.0,0.0,0.0,115027.94610290881
10,2023-04-01,14655.433042840046,57361.57011730189,106994.40932619276,14655.433042840046,14655.433042840046,66503.42064009822,66503.42064009822,66503.42064009822,66503.42064009822,66503.42064009822,66503.42064009822,0.0,0.0,0.0,81158.85368293826
11,2023-06-30,13152.491022606,87287.38087654646,136330.04176553406,13152.490810433414,13152.491227179851,98869.57104008342,98869.57104008342,98869.57104008342,98869.57104008342,98869.57104008342,98869.57104008342,0.0,0.0,0.0,112022.06206268942
